"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","414","When request body with empty email, /api/v1/account/recovery-password returns 401","Unit Tests","Fri Oct 17 00:28:08 GMT 2025","failed","Fri Oct 17 00:28:08 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request body with empty old password, /api/v1/account/change-password returns 401.","313","When request body with empty old password, /api/v1/account/change-password returns 401","Unit Tests","Fri Oct 17 00:28:11 GMT 2025","passed","Fri Oct 17 00:28:11 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request with invalid access token header, /api/v1/auth/login returns 401.","93","When request with invalid access token header , /api/v1/auth/login returns 401","Unit Tests","Fri Oct 17 00:28:07 GMT 2025","passed","Fri Oct 17 00:28:07 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request with invalid refresh token header, /api/v1/auth/refresh returns 401.","1148","When request with invalid refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Fri Oct 17 00:28:02 GMT 2025","failed","Fri Oct 17 00:28:04 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request body with invalid email, /api/v1/account/recovery-password returns 401.","107","When request body with invalid email, /api/v1/account/recovery-password returns 401","Unit Tests","Fri Oct 17 00:28:09 GMT 2025","failed","Fri Oct 17 00:28:09 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request without body, /api/v1/auth/refresh returns 400.","256","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Fri Oct 17 00:28:05 GMT 2025","passed","Fri Oct 17 00:28:05 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request with invalid access token, /api/v1/auth/logout returns 401.","116","When request with invalid access token, /api/v1/auth/logout returns 401","Unit Tests","Fri Oct 17 00:28:05 GMT 2025","passed","Fri Oct 17 00:28:06 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","91","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Fri Oct 17 00:28:11 GMT 2025","passed","Fri Oct 17 00:28:11 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request body with wrong password, /api/v1/auth/login returns 401.","303","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Fri Oct 17 00:28:07 GMT 2025","passed","Fri Oct 17 00:28:08 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","140","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Fri Oct 17 00:28:04 GMT 2025","failed","Fri Oct 17 00:28:04 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
