"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","82","When request with invalid access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 05:59:39 GMT 2025","passed","Wed Oct 29 05:59:39 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","119","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 29 05:59:33 GMT 2025","failed","Wed Oct 29 05:59:33 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request with empty body, POST /api/v1/account/change-password returns 400.","201","When request with empty body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 05:59:38 GMT 2025","failed","Wed Oct 29 05:59:38 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request without invalid access token header, GET /api/v1/account/me returns 401.","80","When request without invalid access token header, GET /api/v1/account/me returns 401","Unit Tests","Wed Oct 29 05:59:39 GMT 2025","passed","Wed Oct 29 05:59:39 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request is valid, POST /api/v1/auth/logout returns 204.","206","When request is valid, POST /api/v1/auth/logout returns 204","Unit Tests","Wed Oct 29 05:59:35 GMT 2025","passed","Wed Oct 29 05:59:35 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutSuccess"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","334","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","Unit Tests","Wed Oct 29 05:59:38 GMT 2025","passed","Wed Oct 29 05:59:38 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request with empty body, POST /api/v1/account/recovery-password returns 400.","85","When request with empty body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 29 05:59:37 GMT 2025","failed","Wed Oct 29 05:59:37 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request body with wrong password, POST /api/v1/auth/login returns 401.","274","When request body with wrong password, POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 05:59:36 GMT 2025","passed","Wed Oct 29 05:59:36 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request body without old password, POST /api/v1/account/change-password returns 401.","200","When request body without old password, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 05:59:37 GMT 2025","failed","Wed Oct 29 05:59:37 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request with invalid access token, POST /api/v1/auth/logout returns 401.","91","When request with invalid access token, POST /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 29 05:59:34 GMT 2025","passed","Wed Oct 29 05:59:35 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
