"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without body, /api/v1/auth/login returns 400.","5","When request without body, /api/v1/auth/login returns 400","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","10","When request is valid, /api/v1/auth/login returns 200 and valid response","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request body with invalid email, /api/v1/account/recovery-password returns 401.","4","When request body with invalid email, /api/v1/account/recovery-password returns 401","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.user.controller.UserControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request without invalid access token header, /api/v1/account/me returns 401.","2","When request without invalid access token header, /api/v1/account/me returns 401","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.user.controller.UserControllerTests.AccountMeTests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request without access token header, /api/v1/auth/logout returns 401.","5","When request without access token header, /api/v1/auth/logout returns 401","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LogoutTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request body without old password, /api/v1/account/change-password returns 401.","1","When request body without old password, /api/v1/account/change-password returns 401","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.user.controller.UserControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","1","When request with invalid access token header, /api/v1/account/change-password returns 401","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.user.controller.UserControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","5","When request body with empty email, /api/v1/account/recovery-password returns 401","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.user.controller.UserControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request is valid, /api/v1/auth/logout returns 204.","6","When request is valid, /api/v1/auth/logout returns 204","","Thu Oct 16 13:52:52 GMT 2025","broken","Thu Oct 16 13:52:52 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LogoutTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutSuccess"
"When request is valid, /api/v1/account/me returns 200 and valid response.","3","When request is valid, /api/v1/account/me returns 200 and valid response","","Thu Oct 16 13:52:53 GMT 2025","broken","Thu Oct 16 13:52:53 GMT 2025","","education.kub.backend.ce.domain.user.controller.UserControllerTests.AccountMeTests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
