"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body without email, POST /api/v1/auth/login returns 400.","2","When request body without email, POST /api/v1/auth/login returns 400","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request body with empty email, POST /api/v1/account/recovery-password returns 422.","5","When request body with empty email, POST /api/v1/account/recovery-password returns 422","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","2","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.RefreshTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","2","When request with invalid access token header, POST /api/v1/account/change-password returns 401","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request body without old password, POST /api/v1/account/change-password returns 401.","1","When request body without old password, POST /api/v1/account/change-password returns 401","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request with invalid body, POST /api/v1/auth/login returns 400.","2","When request with invalid body, POST /api/v1/auth/login returns 400","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request without body, POST /api/v1/account/recovery-password returns 400.","1","When request without body, POST /api/v1/account/recovery-password returns 400","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request with empty body, POST /api/v1/auth/login returns 400.","4","When request with empty body, POST /api/v1/auth/login returns 400","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request without body, POST /api/v1/auth/refresh returns 400.","4","When request without body, POST /api/v1/auth/refresh returns 400","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.RefreshTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request is valid, POST /api/v1/auth/login returns 200 and valid response.","2","When request is valid, POST /api/v1/auth/login returns 200 and valid response","","Wed Oct 29 00:47:55 GMT 2025","broken","Wed Oct 29 00:47:55 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
