"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body with empty new password, POST /api/v1/account/change-password returns 422.","350","When request body with empty new password, POST /api/v1/account/change-password returns 422","Unit Tests","Wed Oct 29 05:51:13 GMT 2025","failed","Wed Oct 29 05:51:14 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request with empty body, POST /api/v1/auth/login returns 400.","199","When request with empty body, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 05:51:12 GMT 2025","failed","Wed Oct 29 05:51:12 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","123","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 29 05:51:08 GMT 2025","failed","Wed Oct 29 05:51:08 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request without access token header, GET /api/v1/account/me returns 401.","90","When request without access token header, GET /api/v1/account/me returns 401","Unit Tests","Wed Oct 29 05:51:15 GMT 2025","failed","Wed Oct 29 05:51:15 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request with empty body, POST /api/v1/account/change-password returns 400.","212","When request with empty body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 05:51:13 GMT 2025","failed","Wed Oct 29 05:51:13 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request is valid, POST /api/v1/auth/login returns 200 and valid response.","202","When request is valid, POST /api/v1/auth/login returns 200 and valid response","Unit Tests","Wed Oct 29 05:51:10 GMT 2025","passed","Wed Oct 29 05:51:11 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request without body, POST /api/v1/account/recovery-password returns 400.","94","When request without body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 29 05:51:12 GMT 2025","passed","Wed Oct 29 05:51:12 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request body with invalid email, POST /api/v1/account/recovery-password returns 422.","85","When request body with invalid email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Wed Oct 29 05:51:12 GMT 2025","failed","Wed Oct 29 05:51:12 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","337","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","Unit Tests","Wed Oct 29 05:51:14 GMT 2025","passed","Wed Oct 29 05:51:14 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request without access token header, POST /api/v1/auth/logout returns 401.","103","When request without access token header, POST /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 29 05:51:10 GMT 2025","failed","Wed Oct 29 05:51:10 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
