"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with empty body, POST /api/v1/account/change-password returns 400.","191","When request with empty body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 05:05:39 GMT 2025","broken","Wed Oct 29 05:05:39 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request without access token header, GET /api/v1/account/me returns 401.","85","When request without access token header, GET /api/v1/account/me returns 401","Unit Tests","Wed Oct 29 05:05:41 GMT 2025","broken","Wed Oct 29 05:05:41 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request with invalid access token, POST /api/v1/auth/logout returns 401.","97","When request with invalid access token, POST /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 29 05:05:36 GMT 2025","passed","Wed Oct 29 05:05:36 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request with invalid access token header, POST /api/v1/auth/login returns 401.","84","When request with invalid access token header , POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 05:05:38 GMT 2025","passed","Wed Oct 29 05:05:38 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request body without old password, POST /api/v1/account/change-password returns 401.","189","When request body without old password, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 05:05:39 GMT 2025","broken","Wed Oct 29 05:05:39 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request body with wrong email, POST /api/v1/auth/login returns 401.","267","When request body with wrong email, POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 05:05:37 GMT 2025","broken","Wed Oct 29 05:05:38 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","345","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","Unit Tests","Wed Oct 29 05:05:40 GMT 2025","passed","Wed Oct 29 05:05:40 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request body without new password, POST /api/v1/account/change-password returns 400.","264","When request body without new password, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 05:05:40 GMT 2025","broken","Wed Oct 29 05:05:41 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request is valid, POST /api/v1/auth/login returns 200 and valid response.","198","When request is valid, POST /api/v1/auth/login returns 200 and valid response","Unit Tests","Wed Oct 29 05:05:36 GMT 2025","passed","Wed Oct 29 05:05:37 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request with invalid body, POST /api/v1/auth/login returns 400.","209","When request with invalid body, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 05:05:37 GMT 2025","passed","Wed Oct 29 05:05:37 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
