"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without body, POST /api/v1/auth/refresh returns 400.","174","When request without body, POST /api/v1/auth/refresh returns 400","Unit Tests","Wed Oct 29 04:49:02 GMT 2025","broken","Wed Oct 29 04:49:02 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request with empty body, POST /api/v1/account/change-password returns 400.","161","When request with empty body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 04:49:04 GMT 2025","broken","Wed Oct 29 04:49:05 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request without body, POST /api/v1/account/recovery-password returns 400.","86","When request without body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 29 04:49:04 GMT 2025","passed","Wed Oct 29 04:49:04 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request with empty body, POST /api/v1/auth/login returns 400.","159","When request with empty body, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 04:49:03 GMT 2025","broken","Wed Oct 29 04:49:04 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request with invalid access token, POST /api/v1/auth/logout returns 401.","212","When request with invalid access token, POST /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 29 04:49:02 GMT 2025","passed","Wed Oct 29 04:49:02 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request without body, POST /api/v1/account/change-password returns 400.","161","When request without body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 04:49:04 GMT 2025","broken","Wed Oct 29 04:49:04 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request is valid, POST /api/v1/account/recovery-password returns 204 and valid response.","93","When request is valid, POST /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Wed Oct 29 04:49:04 GMT 2025","passed","Wed Oct 29 04:49:04 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request body without email, POST /api/v1/auth/login returns 400.","159","When request body without email, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 04:49:02 GMT 2025","broken","Wed Oct 29 04:49:03 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request body without new password, POST /api/v1/account/change-password returns 400.","156","When request body without new password, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 04:49:05 GMT 2025","broken","Wed Oct 29 04:49:05 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request body with wrong password, POST /api/v1/auth/login returns 401.","158","When request body with wrong password, POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 04:49:03 GMT 2025","broken","Wed Oct 29 04:49:03 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request body with wrong email, POST /api/v1/auth/login returns 401.","160","When request body with wrong email, POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 04:49:03 GMT 2025","broken","Wed Oct 29 04:49:03 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request body with empty old password, POST /api/v1/account/change-password returns 401.","157","When request body with empty old password, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 04:49:05 GMT 2025","broken","Wed Oct 29 04:49:05 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request body with invalid email, POST /api/v1/account/recovery-password returns 422.","86","When request body with invalid email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Wed Oct 29 04:49:04 GMT 2025","failed","Wed Oct 29 04:49:04 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request with invalid access token header, POST /api/v1/auth/login returns 401.","87","When request with invalid access token header , POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 04:49:03 GMT 2025","passed","Wed Oct 29 04:49:03 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
