"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","343","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","Unit Tests","Fri Oct 31 19:48:54 GMT 2025","passed","Fri Oct 31 19:48:54 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","85","When request with invalid access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Fri Oct 31 19:48:55 GMT 2025","passed","Fri Oct 31 19:48:55 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request without access token header, GET /api/v1/account/me returns 401.","87","When request without access token header, GET /api/v1/account/me returns 401","Unit Tests","Fri Oct 31 19:48:55 GMT 2025","failed","Fri Oct 31 19:48:55 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","118","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Fri Oct 31 19:48:48 GMT 2025","failed","Fri Oct 31 19:48:49 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request body with empty new password, POST /api/v1/account/change-password returns 422.","340","When request body with empty new password, POST /api/v1/account/change-password returns 422","Unit Tests","Fri Oct 31 19:48:54 GMT 2025","failed","Fri Oct 31 19:48:54 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request without body, POST /api/v1/account/recovery-password returns 400.","95","When request without body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Fri Oct 31 19:48:53 GMT 2025","passed","Fri Oct 31 19:48:53 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request with empty body, POST /api/v1/account/recovery-password returns 400.","85","When request with empty body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Fri Oct 31 19:48:53 GMT 2025","failed","Fri Oct 31 19:48:53 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request without body, POST /api/v1/auth/refresh returns 400.","226","When request without body, POST /api/v1/auth/refresh returns 400","Unit Tests","Fri Oct 31 19:48:50 GMT 2025","passed","Fri Oct 31 19:48:50 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request body without old password, POST /api/v1/account/change-password returns 401.","204","When request body without old password, POST /api/v1/account/change-password returns 401","Unit Tests","Fri Oct 31 19:48:53 GMT 2025","failed","Fri Oct 31 19:48:53 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request with invalid access token, POST /api/v1/auth/logout returns 401.","99","When request with invalid access token, POST /api/v1/auth/logout returns 401","Unit Tests","Fri Oct 31 19:48:50 GMT 2025","passed","Fri Oct 31 19:48:50 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401.","1385","When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Fri Oct 31 19:48:47 GMT 2025","failed","Fri Oct 31 19:48:48 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request without access token header, POST /api/v1/auth/logout returns 401.","100","When request without access token header, POST /api/v1/auth/logout returns 401","Unit Tests","Fri Oct 31 19:48:50 GMT 2025","failed","Fri Oct 31 19:48:50 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request body without new password, POST /api/v1/account/change-password returns 400.","271","When request body without new password, POST /api/v1/account/change-password returns 400","Unit Tests","Fri Oct 31 19:48:55 GMT 2025","failed","Fri Oct 31 19:48:55 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request with invalid body, POST /api/v1/auth/login returns 400.","212","When request with invalid body, POST /api/v1/auth/login returns 400","Unit Tests","Fri Oct 31 19:48:51 GMT 2025","passed","Fri Oct 31 19:48:51 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request body with wrong email, POST /api/v1/auth/login returns 401.","282","When request body with wrong email, POST /api/v1/auth/login returns 401","Unit Tests","Fri Oct 31 19:48:52 GMT 2025","passed","Fri Oct 31 19:48:52 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request body with wrong password, POST /api/v1/auth/login returns 401.","283","When request body with wrong password, POST /api/v1/auth/login returns 401","Unit Tests","Fri Oct 31 19:48:52 GMT 2025","passed","Fri Oct 31 19:48:52 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request with empty body, POST /api/v1/auth/login returns 400.","196","When request with empty body, POST /api/v1/auth/login returns 400","Unit Tests","Fri Oct 31 19:48:52 GMT 2025","failed","Fri Oct 31 19:48:52 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request body with invalid email, POST /api/v1/account/recovery-password returns 422.","85","When request body with invalid email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Fri Oct 31 19:48:53 GMT 2025","failed","Fri Oct 31 19:48:53 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request without invalid access token header, GET /api/v1/account/me returns 401.","83","When request without invalid access token header, GET /api/v1/account/me returns 401","Unit Tests","Fri Oct 31 19:48:55 GMT 2025","passed","Fri Oct 31 19:48:55 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request without access token header, POST /api/v1/account/change-password returns 401.","94","When request without access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Fri Oct 31 19:48:53 GMT 2025","failed","Fri Oct 31 19:48:53 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
