"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with invalid access token header, POST /api/v1/users returns 401.","77","When request with invalid access token header, POST /api/v1/users returns 401","Controller tests","Sun Nov 23 22:40:34 UTC 2025","passed","Sun Nov 23 22:40:34 UTC 2025","POST /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$CreateUserTests","CreateUserWithInvalidToken"
"When request is valid, POST /api/v1/users returns 201 and valid response.","243","When request is valid, POST /api/v1/users returns 201 and valid response [1] user_creator_role=ADMIN","Controller tests","Sun Nov 23 22:40:33 UTC 2025","passed","Sun Nov 23 22:40:34 UTC 2025","POST /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$CreateUserTests","CreateUserSuccessWithAllowedRoles"
"When request body with negative capacity field value, POST /api/v1/rooms returns 422.","182","When request body with negative capacity field value, POST /api/v1/rooms returns 422","Controller tests","Sun Nov 23 22:40:01 UTC 2025","failed","Sun Nov 23 22:40:02 UTC 2025","POST /api/v1/rooms","Room API Controller Tests","education.kub.backend.ce.domain.room.controller.RoomControllerTests$RoomsTests$CreateRoomTests","CreateRoomWithNegativeCapacityFieldValue"
"When request without access token header, DELETE /api/v1/rooms/{id} returns 401.","98","When request without access token header, DELETE /api/v1/rooms/{id} returns 401","Controller tests","Sun Nov 23 22:39:53 UTC 2025","failed","Sun Nov 23 22:39:53 UTC 2025","DELETE /api/v1/rooms/{id}","Room API Controller Tests","education.kub.backend.ce.domain.room.controller.RoomControllerTests$RoomsTests$RoomTests$DeleteRoomTests","DeleteRoomWithoutToken"
"When request is valid, POST /api/v1/auth/logout returns 204.","180","When request is valid, POST /api/v1/auth/logout returns 204","Controller tests","Sun Nov 23 22:40:07 UTC 2025","passed","Sun Nov 23 22:40:07 UTC 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","LogoutSuccess"
"When request is valid, GET /api/v1/users returns 200 and valid response.","169","When request is valid, GET /api/v1/users returns 200 and valid response [2] user_creator_role=SYSADMIN","Controller tests","Sun Nov 23 22:40:29 UTC 2025","passed","Sun Nov 23 22:40:29 UTC 2025","GET /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$GetUsersTests","GetUsersSuccessWithAllowedRoles"
"When valid request body without middle name field, POST /api/v1/users returns 201 and valid response.","244","When valid request body without middle name field, POST /api/v1/users returns 201 and valid response","Controller tests","Sun Nov 23 22:40:30 UTC 2025","passed","Sun Nov 23 22:40:31 UTC 2025","POST /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$CreateUserTests","CreateUserSuccessOnUserWithoutMiddleName"
"When valid request with missing roles, POST /api/v1/users/{id}/resend returns 401.","243","When valid request with missing roles, POST /api/v1/users/{id}/resend returns 401 [3] user_creator_role=LECTURER","Controller tests","Sun Nov 23 22:40:20 UTC 2025","failed","Sun Nov 23 22:40:20 UTC 2025","POST /api/v1/users/{id}/resend","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$ResendPasswordTests","ResendPasswordWithNotAllowedRole"
"When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401.","174","When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401 [3] user_creator_role=LECTURER","Controller tests","Sun Nov 23 22:40:19 UTC 2025","failed","Sun Nov 23 22:40:19 UTC 2025","PUT /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$AddRoleTests","AddRoleWithNotAllowedRole"
"When request without body, POST /api/v1/account/recovery-password returns 400.","90","When request without body, POST /api/v1/account/recovery-password returns 400","Controller tests","Sun Nov 23 22:40:09 UTC 2025","passed","Sun Nov 23 22:40:09 UTC 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
