"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","95","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 29 04:44:58 GMT 2025","broken","Wed Oct 29 04:44:58 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request without body, POST /api/v1/account/change-password returns 400.","163","When request without body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 04:45:01 GMT 2025","broken","Wed Oct 29 04:45:01 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request body without email, POST /api/v1/auth/login returns 400.","158","When request body without email, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 04:44:59 GMT 2025","broken","Wed Oct 29 04:44:59 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request is valid, POST /api/v1/auth/logout returns 204.","182","When request is valid, POST /api/v1/auth/logout returns 204","Unit Tests","Wed Oct 29 04:44:59 GMT 2025","broken","Wed Oct 29 04:44:59 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutSuccess"
"When request is valid, GET /api/v1/account/me returns 200 and valid response.","158","When request is valid, GET /api/v1/account/me returns 200 and valid response","Unit Tests","Wed Oct 29 04:45:02 GMT 2025","broken","Wed Oct 29 04:45:02 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","84","When request with invalid access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 04:45:02 GMT 2025","passed","Wed Oct 29 04:45:02 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request without body, POST /api/v1/auth/refresh returns 400.","165","When request without body, POST /api/v1/auth/refresh returns 400","Unit Tests","Wed Oct 29 04:44:58 GMT 2025","broken","Wed Oct 29 04:44:59 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request with invalid access token header, POST /api/v1/auth/login returns 401.","87","When request with invalid access token header , POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 04:45:00 GMT 2025","passed","Wed Oct 29 04:45:00 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request without invalid access token header, GET /api/v1/account/me returns 401.","82","When request without invalid access token header, GET /api/v1/account/me returns 401","Unit Tests","Wed Oct 29 04:45:02 GMT 2025","passed","Wed Oct 29 04:45:02 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request body with invalid email, POST /api/v1/account/recovery-password returns 422.","85","When request body with invalid email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Wed Oct 29 04:45:01 GMT 2025","failed","Wed Oct 29 04:45:01 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
