"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","210","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Thu Oct 23 01:54:52 GMT 2025","passed","Thu Oct 23 01:54:52 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request body without new password, /api/v1/account/change-password returns 401.","199","When request body without new password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 01:54:56 GMT 2025","passed","Thu Oct 23 01:54:57 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request body with wrong password, /api/v1/auth/login returns 401.","283","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Thu Oct 23 01:54:53 GMT 2025","passed","Thu Oct 23 01:54:54 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request without body, /api/v1/account/change-password returns 400.","221","When request without body, /api/v1/account/change-password returns 400","Unit Tests","Thu Oct 23 01:54:55 GMT 2025","passed","Thu Oct 23 01:54:55 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request without access token header, /api/v1/auth/logout returns 401.","102","When request without access token header, /api/v1/auth/logout returns 401","Unit Tests","Thu Oct 23 01:54:52 GMT 2025","failed","Thu Oct 23 01:54:52 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request without body, /api/v1/account/recovery-password returns 400.","95","When request without body, /api/v1/account/recovery-password returns 400","Unit Tests","Thu Oct 23 01:54:54 GMT 2025","passed","Thu Oct 23 01:54:54 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","87","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 01:54:57 GMT 2025","passed","Thu Oct 23 01:54:57 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request body without old password, /api/v1/account/change-password returns 401.","211","When request body without old password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 01:54:55 GMT 2025","failed","Thu Oct 23 01:54:55 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request without access token header, /api/v1/account/change-password returns 401.","90","When request without access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 01:54:55 GMT 2025","failed","Thu Oct 23 01:54:55 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request without invalid access token header, /api/v1/account/me returns 401.","84","When request without invalid access token header, /api/v1/account/me returns 401","Unit Tests","Thu Oct 23 01:54:57 GMT 2025","passed","Thu Oct 23 01:54:57 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request is valid, /api/v1/account/change-password returns 204 and valid response.","351","When request is valid, /api/v1/account/change-password returns 204 and valid response","Unit Tests","Thu Oct 23 01:54:56 GMT 2025","passed","Thu Oct 23 01:54:56 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request without body, /api/v1/auth/refresh returns 400.","231","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Thu Oct 23 01:54:52 GMT 2025","passed","Thu Oct 23 01:54:52 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request is valid, /api/v1/account/me returns 200 and valid response.","210","When request is valid, /api/v1/account/me returns 200 and valid response","Unit Tests","Thu Oct 23 01:54:57 GMT 2025","passed","Thu Oct 23 01:54:57 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request is valid, /api/v1/auth/refresh returns 200.","1745","When request is valid, /api/v1/auth/refresh returns 200","Unit Tests","Thu Oct 23 01:54:50 GMT 2025","passed","Thu Oct 23 01:54:52 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
