"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When valid request with missing roles, DELETE /api/v1/users/{id} returns 401.","173","When valid request with missing roles, DELETE /api/v1/users/{id} returns 401 [1] user_creator_role=USER","Controller tests","Thu Nov 06 12:10:36 UTC 2025","failed","Thu Nov 06 12:10:37 UTC 2025","DELETE /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$DeleteUserTests","DeleteUserWithNotAllowedRole"
"When valid request with missing roles, GET /api/v1/users returns 401.","166","When valid request with missing roles, GET /api/v1/users returns 401 [2] user_creator_role=STUDENT","Controller tests","Thu Nov 06 12:10:44 UTC 2025","failed","Thu Nov 06 12:10:44 UTC 2025","GET /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$GetUsersTests","GetUsersWithNotAllowedRole"
"When valid request with missing roles, GET /api/v1/users/{id} returns 401.","170","When valid request with missing roles, GET /api/v1/users/{id} returns 401 [2] user_creator_role=STUDENT","Controller tests","Thu Nov 06 12:10:42 UTC 2025","failed","Thu Nov 06 12:10:42 UTC 2025","GET /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$GetUserTests","GetUserWithNotAllowedRole"
"When request is valid, GET /api/v1/users returns 200 and valid response.","167","When request is valid, GET /api/v1/users returns 200 and valid response [2] user_creator_role=SYSADMIN","Controller tests","Thu Nov 06 12:10:43 UTC 2025","passed","Thu Nov 06 12:10:43 UTC 2025","GET /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$GetUsersTests","GetUsersSuccessWithAllowedRoles"
"When request without body, POST /api/v1/users returns 400.","234","When request without body, POST /api/v1/users returns 400","Controller tests","Thu Nov 06 12:10:44 UTC 2025","failed","Thu Nov 06 12:10:45 UTC 2025","POST /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$CreateUserTests","CreateUserWithEmptyRequest"
"When request body with empty field, POST /api/v1/users returns 422.","236","When request body with empty field, POST /api/v1/users returns 422 [3] request_field=middle_name","Controller tests","Thu Nov 06 12:10:45 UTC 2025","failed","Thu Nov 06 12:10:46 UTC 2025","POST /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$CreateUserTests","CreateUserWithEmptyRequestField"
"When request without access token header, PUT /api/v1/users/{id}/roles/{role-id} returns 401.","80","When request without access token header, PUT /api/v1/users/{id}/roles/{role-id} returns 401","Controller tests","Thu Nov 06 12:10:31 UTC 2025","failed","Thu Nov 06 12:10:31 UTC 2025","PUT /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$AddRoleTests","AddRoleWithoutToken"
"When request with invalid id url parameter, POST /api/v1/users/{id}/resend returns 400.","171","When request with invalid id url parameter, POST /api/v1/users/{id}/resend returns 400","Controller tests","Thu Nov 06 12:10:34 UTC 2025","passed","Thu Nov 06 12:10:34 UTC 2025","POST /api/v1/users/{id}/resend","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$ResendPasswordTests","ResendPasswordWithInvalidIdUrlParameter"
"When request is valid, PUT /api/v1/users/{id}/roles/{role-id} returns 200 and valid response.","188","When request is valid, PUT /api/v1/users/{id}/roles/{role-id} returns 200 and valid response [1] user_creator_role=ADMIN","Controller tests","Thu Nov 06 12:10:31 UTC 2025","passed","Thu Nov 06 12:10:32 UTC 2025","PUT /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$AddRoleTests","AddRoleSuccessWithAllowedRole"
"When request is valid, DELETE /api/v1/users/{id} returns 200.","176","When request is valid, DELETE /api/v1/users/{id} returns 200 [3] user_creator_role=ORGANIZER","Controller tests","Thu Nov 06 12:10:36 UTC 2025","passed","Thu Nov 06 12:10:36 UTC 2025","DELETE /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$DeleteUserTests","DeleteUserSuccessWithAllowedRole"
