"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body with empty email, /api/v1/account/recovery-password returns 422.","88","When request body with empty email, /api/v1/account/recovery-password returns 422","Unit Tests","Mon Oct 27 23:40:07 GMT 2025","failed","Mon Oct 27 23:40:07 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","83","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Mon Oct 27 23:40:07 GMT 2025","passed","Mon Oct 27 23:40:07 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request with invalid access token, /api/v1/auth/logout returns 401.","100","When request with invalid access token, /api/v1/auth/logout returns 401","Unit Tests","Mon Oct 27 23:40:05 GMT 2025","passed","Mon Oct 27 23:40:05 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request is valid, /api/v1/account/change-password returns 204 and valid response.","333","When request is valid, /api/v1/account/change-password returns 204 and valid response","Unit Tests","Mon Oct 27 23:40:08 GMT 2025","passed","Mon Oct 27 23:40:09 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","81","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 23:40:09 GMT 2025","passed","Mon Oct 27 23:40:09 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","115","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Mon Oct 27 23:40:03 GMT 2025","failed","Mon Oct 27 23:40:03 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request body with wrong password, /api/v1/auth/login returns 401.","276","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Mon Oct 27 23:40:06 GMT 2025","passed","Mon Oct 27 23:40:07 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request without body, /api/v1/account/recovery-password returns 400.","92","When request without body, /api/v1/account/recovery-password returns 400","Unit Tests","Mon Oct 27 23:40:07 GMT 2025","passed","Mon Oct 27 23:40:07 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request with empty body, /api/v1/auth/login returns 400.","201","When request with empty body, /api/v1/auth/login returns 400","Unit Tests","Mon Oct 27 23:40:07 GMT 2025","failed","Mon Oct 27 23:40:07 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request with empty body, /api/v1/account/recovery-password returns 400.","84","When request with empty body, /api/v1/account/recovery-password returns 400","Unit Tests","Mon Oct 27 23:40:07 GMT 2025","failed","Mon Oct 27 23:40:07 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
