"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with invalid access token header, /api/v1/auth/login returns 401.","103","When request with invalid access token header , /api/v1/auth/login returns 401","Unit Tests","Thu Oct 23 00:46:26 GMT 2025","passed","Thu Oct 23 00:46:26 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","91","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:46:30 GMT 2025","passed","Thu Oct 23 00:46:30 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","166","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Thu Oct 23 00:46:27 GMT 2025","passed","Thu Oct 23 00:46:27 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request body without old password, /api/v1/account/change-password returns 401.","224","When request body without old password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:46:28 GMT 2025","failed","Thu Oct 23 00:46:28 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request with empty body, /api/v1/account/change-password returns 400.","212","When request with empty body, /api/v1/account/change-password returns 400","Unit Tests","Thu Oct 23 00:46:28 GMT 2025","failed","Thu Oct 23 00:46:28 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request without body, /api/v1/auth/login returns 400.","235","When request without body, /api/v1/auth/login returns 400","Unit Tests","Thu Oct 23 00:46:26 GMT 2025","passed","Thu Oct 23 00:46:26 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request with invalid access token, /api/v1/auth/logout returns 401.","110","When request with invalid access token, /api/v1/auth/logout returns 401","Unit Tests","Thu Oct 23 00:46:24 GMT 2025","passed","Thu Oct 23 00:46:25 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request body with wrong email, /api/v1/auth/login returns 401.","307","When request body with wrong email, /api/v1/auth/login returns 401","Unit Tests","Thu Oct 23 00:46:26 GMT 2025","passed","Thu Oct 23 00:46:26 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","114","When request body with empty email, /api/v1/account/recovery-password returns 401","Unit Tests","Thu Oct 23 00:46:27 GMT 2025","failed","Thu Oct 23 00:46:27 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request without body, /api/v1/account/change-password returns 400.","225","When request without body, /api/v1/account/change-password returns 400","Unit Tests","Thu Oct 23 00:46:28 GMT 2025","passed","Thu Oct 23 00:46:28 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","136","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Thu Oct 23 00:46:22 GMT 2025","failed","Thu Oct 23 00:46:22 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request without access token header, /api/v1/account/me returns 401.","98","When request without access token header, /api/v1/account/me returns 401","Unit Tests","Thu Oct 23 00:46:30 GMT 2025","failed","Thu Oct 23 00:46:30 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request is valid, /api/v1/auth/refresh returns 200.","1997","When request is valid, /api/v1/auth/refresh returns 200","Unit Tests","Thu Oct 23 00:46:22 GMT 2025","passed","Thu Oct 23 00:46:24 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request body with empty new password, /api/v1/account/change-password returns 401.","356","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:46:28 GMT 2025","failed","Thu Oct 23 00:46:29 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request without body, /api/v1/account/recovery-password returns 400.","102","When request without body, /api/v1/account/recovery-password returns 400","Unit Tests","Thu Oct 23 00:46:27 GMT 2025","passed","Thu Oct 23 00:46:27 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request body without new password, /api/v1/account/change-password returns 401.","214","When request body without new password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 00:46:29 GMT 2025","passed","Thu Oct 23 00:46:30 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request with invalid body, /api/v1/auth/login returns 400.","245","When request with invalid body, /api/v1/auth/login returns 400","Unit Tests","Thu Oct 23 00:46:25 GMT 2025","passed","Thu Oct 23 00:46:26 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request with empty body, /api/v1/account/recovery-password returns 400.","99","When request with empty body, /api/v1/account/recovery-password returns 400","Unit Tests","Thu Oct 23 00:46:27 GMT 2025","failed","Thu Oct 23 00:46:27 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
