"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without access token header, POST /api/v1/account/change-password returns 401.","97","When request without access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 05:39:17 GMT 2025","failed","Wed Oct 29 05:39:17 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request body with empty email, POST /api/v1/account/recovery-password returns 422.","93","When request body with empty email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Wed Oct 29 05:39:16 GMT 2025","failed","Wed Oct 29 05:39:16 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request with invalid access token header, POST /api/v1/auth/login returns 401.","88","When request with invalid access token header , POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 05:39:16 GMT 2025","passed","Wed Oct 29 05:39:16 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","82","When request with invalid access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 05:39:19 GMT 2025","passed","Wed Oct 29 05:39:19 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request with invalid access token, POST /api/v1/auth/logout returns 401.","98","When request with invalid access token, POST /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 29 05:39:14 GMT 2025","passed","Wed Oct 29 05:39:14 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request body without new password, POST /api/v1/account/change-password returns 400.","270","When request body without new password, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 05:39:18 GMT 2025","failed","Wed Oct 29 05:39:19 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request with empty body, POST /api/v1/account/recovery-password returns 400.","87","When request with empty body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 29 05:39:17 GMT 2025","failed","Wed Oct 29 05:39:17 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request is valid, GET /api/v1/account/me returns 200 and valid response.","195","When request is valid, GET /api/v1/account/me returns 200 and valid response","Unit Tests","Wed Oct 29 05:39:19 GMT 2025","passed","Wed Oct 29 05:39:19 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request without body, POST /api/v1/account/recovery-password returns 400.","94","When request without body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 29 05:39:16 GMT 2025","passed","Wed Oct 29 05:39:17 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request with empty body, POST /api/v1/account/change-password returns 400.","220","When request with empty body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 05:39:17 GMT 2025","failed","Wed Oct 29 05:39:17 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request body without old password, POST /api/v1/account/change-password returns 401.","208","When request body without old password, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 05:39:17 GMT 2025","failed","Wed Oct 29 05:39:17 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request without body, POST /api/v1/account/change-password returns 400.","216","When request without body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 05:39:17 GMT 2025","passed","Wed Oct 29 05:39:17 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request body with invalid email, POST /api/v1/account/recovery-password returns 422.","91","When request body with invalid email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Wed Oct 29 05:39:17 GMT 2025","failed","Wed Oct 29 05:39:17 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request without access token header, GET /api/v1/account/me returns 401.","90","When request without access token header, GET /api/v1/account/me returns 401","Unit Tests","Wed Oct 29 05:39:19 GMT 2025","failed","Wed Oct 29 05:39:19 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request with invalid body, POST /api/v1/auth/login returns 400.","229","When request with invalid body, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 05:39:15 GMT 2025","passed","Wed Oct 29 05:39:15 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request body with empty new password, POST /api/v1/account/change-password returns 422.","341","When request body with empty new password, POST /api/v1/account/change-password returns 422","Unit Tests","Wed Oct 29 05:39:17 GMT 2025","failed","Wed Oct 29 05:39:18 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request body with wrong email, POST /api/v1/auth/login returns 401.","279","When request body with wrong email, POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 05:39:15 GMT 2025","passed","Wed Oct 29 05:39:16 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
