"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with invalid access token header, /api/v1/auth/login returns 401.","97","When request with invalid access token header , /api/v1/auth/login returns 401","Unit Tests","Thu Oct 16 15:21:12 GMT 2025","passed","Thu Oct 16 15:21:12 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request without invalid access token header, /api/v1/account/me returns 401.","107","When request without invalid access token header, /api/v1/account/me returns 401","Unit Tests","Thu Oct 16 15:21:15 GMT 2025","passed","Thu Oct 16 15:21:16 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","101","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 16 15:21:15 GMT 2025","passed","Thu Oct 16 15:21:15 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request without access token header, /api/v1/account/change-password returns 401.","113","When request without access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 16 15:21:14 GMT 2025","failed","Thu Oct 16 15:21:14 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request is valid, /api/v1/auth/refresh returns 200.","706","When request is valid, /api/v1/auth/refresh returns 200","Unit Tests","Thu Oct 16 15:21:10 GMT 2025","failed","Thu Oct 16 15:21:10 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request is valid, /api/v1/account/me returns 200 and valid response.","214","When request is valid, /api/v1/account/me returns 200 and valid response","Unit Tests","Thu Oct 16 15:21:16 GMT 2025","failed","Thu Oct 16 15:21:16 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request body without email, /api/v1/auth/login returns 400.","192","When request body without email, /api/v1/auth/login returns 400","Unit Tests","Thu Oct 16 15:21:11 GMT 2025","failed","Thu Oct 16 15:21:12 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request without access token header, /api/v1/auth/logout returns 401.","118","When request without access token header, /api/v1/auth/logout returns 401","Unit Tests","Thu Oct 16 15:21:11 GMT 2025","failed","Thu Oct 16 15:21:11 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","280","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Thu Oct 16 15:21:13 GMT 2025","passed","Thu Oct 16 15:21:13 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","193","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Thu Oct 16 15:21:11 GMT 2025","failed","Thu Oct 16 15:21:11 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
