"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request is valid, DELETE /api/v1/users/{id}/roles/{role-id} returns 200.","196","When request is valid, DELETE /api/v1/users/{id}/roles/{role-id} returns 200 [3] user_creator_role=ORGANIZER","Controller tests","Thu Nov 13 07:02:55 UTC 2025","passed","Thu Nov 13 07:02:55 UTC 2025","DELETE /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$RemoveRoleTests","RemoveRoleSuccessWithAllowedRole"
"When valid request with missing roles, PUT /api/v1/users/{id} returns 401.","181","When valid request with missing roles, PUT /api/v1/users/{id} returns 401 [3] user_creator_role=LECTURER","Controller tests","Thu Nov 13 07:03:03 UTC 2025","failed","Thu Nov 13 07:03:03 UTC 2025","PUT /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UpdateUserTests","UpdateUserWithNotAllowedRole"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","345","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","Controller tests","Thu Nov 13 07:02:46 UTC 2025","passed","Thu Nov 13 07:02:46 UTC 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","109","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","Controller tests","Thu Nov 13 07:02:42 UTC 2025","failed","Thu Nov 13 07:02:42 UTC 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","RefreshWithEmptyRefreshToken"
"When request is valid, PUT /api/v1/users/{id}/roles/{role-id} returns 200 and valid response.","206","When request is valid, PUT /api/v1/users/{id}/roles/{role-id} returns 200 and valid response [2] user_creator_role=SYSADMIN","Controller tests","Thu Nov 13 07:02:56 UTC 2025","passed","Thu Nov 13 07:02:56 UTC 2025","PUT /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$AddRoleTests","AddRoleSuccessWithAllowedRole"
"When request is valid, GET /api/v1/users returns 200 and valid response.","175","When request is valid, GET /api/v1/users returns 200 and valid response [1] user_creator_role=ADMIN","Controller tests","Thu Nov 13 07:03:08 UTC 2025","passed","Thu Nov 13 07:03:08 UTC 2025","GET /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$GetUsersTests","GetUsersSuccessWithAllowedRoles"
"When request with invalid user id url parameter, DELETE /api/v1/users/{id}/roles/{role-id} returns 400.","197","When request with invalid user id url parameter, DELETE /api/v1/users/{id}/roles/{role-id} returns 400","Controller tests","Thu Nov 13 07:02:54 UTC 2025","passed","Thu Nov 13 07:02:54 UTC 2025","DELETE /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$RemoveRoleTests","RemoveRoleWithInvalidUserIdUrlParameter"
"When request with id url parameter for not existing user, DELETE /api/v1/users/{id}/roles/{role-id} returns 404.","203","When request with id url parameter for not existing user, DELETE /api/v1/users/{id}/roles/{role-id} returns 404","Controller tests","Thu Nov 13 07:02:53 UTC 2025","passed","Thu Nov 13 07:02:54 UTC 2025","DELETE /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$RemoveRoleTests","RemoveRoleWithNonExistedUser"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","87","When request with invalid access token header, POST /api/v1/account/change-password returns 401","Controller tests","Thu Nov 13 07:02:47 UTC 2025","passed","Thu Nov 13 07:02:47 UTC 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request body with empty new password, POST /api/v1/account/change-password returns 422.","342","When request body with empty new password, POST /api/v1/account/change-password returns 422","Controller tests","Thu Nov 13 07:02:46 UTC 2025","failed","Thu Nov 13 07:02:46 UTC 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401.","193","When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401 [1] user_creator_role=USER","Controller tests","Thu Nov 13 07:02:57 UTC 2025","failed","Thu Nov 13 07:02:57 UTC 2025","PUT /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$AddRoleTests","AddRoleWithNotAllowedRole"
"When valid request with missing roles, GET /api/v1/users/{id} returns 401.","175","When valid request with missing roles, GET /api/v1/users/{id} returns 401 [2] user_creator_role=STUDENT","Controller tests","Thu Nov 13 07:03:07 UTC 2025","failed","Thu Nov 13 07:03:07 UTC 2025","GET /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$GetUserTests","GetUserWithNotAllowedRole"
"When request body with wrong email, POST /api/v1/auth/login returns 401.","277","When request body with wrong email, POST /api/v1/auth/login returns 401","Controller tests","Thu Nov 13 07:02:44 UTC 2025","passed","Thu Nov 13 07:02:44 UTC 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","LoginWithWrongEmail"
"When request is valid, GET /api/v1/account/me returns 200 and valid response.","329","When request is valid, GET /api/v1/account/me returns 200 and valid response","Controller tests","Thu Nov 13 07:02:47 UTC 2025","passed","Thu Nov 13 07:02:48 UTC 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
