"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without body, /api/v1/auth/refresh returns 400.","242","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Tue Oct 21 21:41:32 GMT 2025","passed","Tue Oct 21 21:41:32 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request body with empty old password, /api/v1/account/change-password returns 401.","288","When request body with empty old password, /api/v1/account/change-password returns 401","Unit Tests","Tue Oct 21 21:41:36 GMT 2025","passed","Tue Oct 21 21:41:37 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request body with empty new password, /api/v1/account/change-password returns 401.","353","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Tue Oct 21 21:41:36 GMT 2025","failed","Tue Oct 21 21:41:36 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request body without new password, /api/v1/account/change-password returns 401.","207","When request body without new password, /api/v1/account/change-password returns 401","Unit Tests","Tue Oct 21 21:41:37 GMT 2025","passed","Tue Oct 21 21:41:37 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request body with wrong email, /api/v1/auth/login returns 401.","290","When request body with wrong email, /api/v1/auth/login returns 401","Unit Tests","Tue Oct 21 21:41:33 GMT 2025","passed","Tue Oct 21 21:41:34 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request body with wrong password, /api/v1/auth/login returns 401.","298","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Tue Oct 21 21:41:34 GMT 2025","passed","Tue Oct 21 21:41:34 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request with invalid refresh token header, /api/v1/auth/refresh returns 401.","1084","When request with invalid refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Tue Oct 21 21:41:29 GMT 2025","failed","Tue Oct 21 21:41:30 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","89","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Tue Oct 21 21:41:37 GMT 2025","passed","Tue Oct 21 21:41:37 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","102","When request body with empty email, /api/v1/account/recovery-password returns 401","Unit Tests","Tue Oct 21 21:41:34 GMT 2025","failed","Tue Oct 21 21:41:34 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","223","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Tue Oct 21 21:41:32 GMT 2025","passed","Tue Oct 21 21:41:33 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
