"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body without new password, /api/v1/account/change-password returns 401.","208","When request body without new password, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:09:13 GMT 2025","passed","Wed Oct 22 23:09:13 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request without body, /api/v1/account/change-password returns 400.","241","When request without body, /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 22 23:09:11 GMT 2025","passed","Wed Oct 22 23:09:11 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request body with wrong password, /api/v1/auth/login returns 401.","310","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Wed Oct 22 23:09:10 GMT 2025","passed","Wed Oct 22 23:09:10 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request without body, /api/v1/auth/refresh returns 400.","277","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Wed Oct 22 23:09:07 GMT 2025","passed","Wed Oct 22 23:09:08 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request with empty body, /api/v1/account/change-password returns 400.","224","When request with empty body, /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 22 23:09:11 GMT 2025","failed","Wed Oct 22 23:09:12 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request is valid, /api/v1/auth/logout returns 204.","237","When request is valid, /api/v1/auth/logout returns 204","Unit Tests","Wed Oct 22 23:09:08 GMT 2025","passed","Wed Oct 22 23:09:08 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutSuccess"
"When request with empty body, /api/v1/auth/login returns 400.","229","When request with empty body, /api/v1/auth/login returns 400","Unit Tests","Wed Oct 22 23:09:10 GMT 2025","failed","Wed Oct 22 23:09:10 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request with invalid access token header, /api/v1/auth/login returns 401.","96","When request with invalid access token header , /api/v1/auth/login returns 401","Unit Tests","Wed Oct 22 23:09:10 GMT 2025","passed","Wed Oct 22 23:09:10 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request without body, /api/v1/account/recovery-password returns 400.","100","When request without body, /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 22 23:09:10 GMT 2025","passed","Wed Oct 22 23:09:11 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request without access token header, /api/v1/account/me returns 401.","100","When request without access token header, /api/v1/account/me returns 401","Unit Tests","Wed Oct 22 23:09:13 GMT 2025","failed","Wed Oct 22 23:09:13 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request is valid, /api/v1/account/change-password returns 204 and valid response.","362","When request is valid, /api/v1/account/change-password returns 204 and valid response","Unit Tests","Wed Oct 22 23:09:12 GMT 2025","passed","Wed Oct 22 23:09:12 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","137","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 22 23:09:05 GMT 2025","failed","Wed Oct 22 23:09:05 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request without body, /api/v1/auth/login returns 400.","238","When request without body, /api/v1/auth/login returns 400","Unit Tests","Wed Oct 22 23:09:09 GMT 2025","passed","Wed Oct 22 23:09:09 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request body without email, /api/v1/auth/login returns 400.","252","When request body without email, /api/v1/auth/login returns 400","Unit Tests","Wed Oct 22 23:09:08 GMT 2025","failed","Wed Oct 22 23:09:09 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request with empty body, /api/v1/account/recovery-password returns 400.","95","When request with empty body, /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 22 23:09:11 GMT 2025","failed","Wed Oct 22 23:09:11 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request with invalid refresh token header, /api/v1/auth/refresh returns 401.","1253","When request with invalid refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 22 23:09:04 GMT 2025","failed","Wed Oct 22 23:09:05 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request body without old password, /api/v1/account/change-password returns 401.","226","When request body without old password, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:09:11 GMT 2025","failed","Wed Oct 22 23:09:11 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request without access token header, /api/v1/account/change-password returns 401.","105","When request without access token header, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:09:11 GMT 2025","failed","Wed Oct 22 23:09:11 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request body with empty new password, /api/v1/account/change-password returns 401.","371","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:09:12 GMT 2025","failed","Wed Oct 22 23:09:12 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","187","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Wed Oct 22 23:09:10 GMT 2025","passed","Wed Oct 22 23:09:10 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request body with invalid email, /api/v1/account/recovery-password returns 401.","99","When request body with invalid email, /api/v1/account/recovery-password returns 401","Unit Tests","Wed Oct 22 23:09:11 GMT 2025","failed","Wed Oct 22 23:09:11 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","230","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Wed Oct 22 23:09:08 GMT 2025","passed","Wed Oct 22 23:09:08 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request with invalid access token, /api/v1/auth/logout returns 401.","114","When request with invalid access token, /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 22 23:09:08 GMT 2025","passed","Wed Oct 22 23:09:08 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request with invalid body, /api/v1/auth/login returns 400.","252","When request with invalid body, /api/v1/auth/login returns 400","Unit Tests","Wed Oct 22 23:09:09 GMT 2025","passed","Wed Oct 22 23:09:09 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","114","When request body with empty email, /api/v1/account/recovery-password returns 401","Unit Tests","Wed Oct 22 23:09:10 GMT 2025","failed","Wed Oct 22 23:09:10 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request body with empty old password, /api/v1/account/change-password returns 401.","288","When request body with empty old password, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:09:12 GMT 2025","passed","Wed Oct 22 23:09:13 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request without access token header, /api/v1/auth/logout returns 401.","115","When request without access token header, /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 22 23:09:08 GMT 2025","failed","Wed Oct 22 23:09:08 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request without invalid access token header, /api/v1/account/me returns 401.","94","When request without invalid access token header, /api/v1/account/me returns 401","Unit Tests","Wed Oct 22 23:09:13 GMT 2025","passed","Wed Oct 22 23:09:13 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request body with wrong email, /api/v1/auth/login returns 401.","316","When request body with wrong email, /api/v1/auth/login returns 401","Unit Tests","Wed Oct 22 23:09:09 GMT 2025","passed","Wed Oct 22 23:09:09 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request is valid, /api/v1/auth/refresh returns 200.","2164","When request is valid, /api/v1/auth/refresh returns 200","Unit Tests","Wed Oct 22 23:09:05 GMT 2025","passed","Wed Oct 22 23:09:07 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","88","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:09:13 GMT 2025","passed","Wed Oct 22 23:09:13 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request is valid, /api/v1/account/me returns 200 and valid response.","246","When request is valid, /api/v1/account/me returns 200 and valid response","Unit Tests","Wed Oct 22 23:09:13 GMT 2025","passed","Wed Oct 22 23:09:13 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
