"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without body, POST /api/v1/account/recovery-password returns 400.","86","When request without body, POST /api/v1/account/recovery-password returns 400","Controller tests","Wed Nov 26 08:41:03 UTC 2025","passed","Wed Nov 26 08:41:03 UTC 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request body with zero duration field value, PUT /api/v1/programs/{id} returns 422.","234","When request body with zero duration field value, PUT /api/v1/programs/{id} returns 422","Controller tests","Wed Nov 26 08:40:38 UTC 2025","failed","Wed Nov 26 08:40:38 UTC 2025","PUT /api/v1/programs/{id}","Educational Program API Controller Tests","education.kub.backend.ce.domain.educational_program.controller.EducationalProgramControllerTests$EducationalProgramsTests$EducationalProgramTests$UpdateEducationalProgramTests","UpdateProgramWithZeroDurationFieldValue"
"When request with id url parameter for not existing user, PUT /api/v1/users/{id} returns 404.","194","When request with id url parameter for not existing user, PUT /api/v1/users/{id} returns 404","Controller tests","Wed Nov 26 08:41:16 UTC 2025","passed","Wed Nov 26 08:41:16 UTC 2025","PUT /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UpdateUserTests","UpdateUserWithNonExistedUser"
"When request body without email, POST /api/v1/auth/login returns 400.","178","When request body without email, POST /api/v1/auth/login returns 400","Controller tests","Wed Nov 26 08:41:01 UTC 2025","failed","Wed Nov 26 08:41:02 UTC 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","LoginWithoutEmail"
"When valid request with missing roles, PUT /api/v1/rooms/{id} returns 401.","175","When valid request with missing roles, PUT /api/v1/rooms/{id} returns 401 [4] user_creator_role=ORGANIZER","Controller tests","Wed Nov 26 08:40:51 UTC 2025","failed","Wed Nov 26 08:40:51 UTC 2025","PUT /api/v1/rooms/{id}","Room API Controller Tests","education.kub.backend.ce.domain.room.controller.RoomControllerTests$RoomsTests$RoomTests$UpdateRoomTests","UpdateRoomWithNotAllowedRole"
"When valid request with missing roles, PUT /api/v1/rooms/{id} returns 401.","178","When valid request with missing roles, PUT /api/v1/rooms/{id} returns 401 [1] user_creator_role=USER","Controller tests","Wed Nov 26 08:40:50 UTC 2025","failed","Wed Nov 26 08:40:51 UTC 2025","PUT /api/v1/rooms/{id}","Room API Controller Tests","education.kub.backend.ce.domain.room.controller.RoomControllerTests$RoomsTests$RoomTests$UpdateRoomTests","UpdateRoomWithNotAllowedRole"
"When request without access token header, PUT /api/v1/users/{id} returns 401.","78","When request without access token header, PUT /api/v1/users/{id} returns 401","Controller tests","Wed Nov 26 08:41:17 UTC 2025","failed","Wed Nov 26 08:41:17 UTC 2025","PUT /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UpdateUserTests","UpdateUserWithoutToken"
"When request is valid, DELETE /api/v1/users/{id} returns 200.","169","When request is valid, DELETE /api/v1/users/{id} returns 200 [2] user_creator_role=SYSADMIN","Controller tests","Wed Nov 26 08:41:14 UTC 2025","passed","Wed Nov 26 08:41:15 UTC 2025","DELETE /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$DeleteUserTests","DeleteUserSuccessWithAllowedRole"
"When request is valid, POST /api/v1/auth/login returns 200 and valid response.","172","When request is valid, POST /api/v1/auth/login returns 200 and valid response","Controller tests","Wed Nov 26 08:41:01 UTC 2025","passed","Wed Nov 26 08:41:01 UTC 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","LoginSuccess"
"When request body with not email field length what exceeds max possible length (32), POST /api/v1/users returns 400.","245","When request body with not email field length what exceeds max possible length (32), POST /api/v1/users returns 400 [1] request_field=first_name","Controller tests","Wed Nov 26 08:41:25 UTC 2025","failed","Wed Nov 26 08:41:25 UTC 2025","POST /api/v1/users","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$CreateUserTests","CreateUserWithTooLongNotEmailField"
