"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with invalid body, POST /api/v1/auth/login returns 400.","222","When request with invalid body, POST /api/v1/auth/login returns 400","Unit Tests","Mon Nov 03 18:53:58 GMT 2025","passed","Mon Nov 03 18:53:59 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request is valid, GET /api/v1/account/me returns 200 and valid response.","194","When request is valid, GET /api/v1/account/me returns 200 and valid response","Unit Tests","Mon Nov 03 18:54:02 GMT 2025","passed","Mon Nov 03 18:54:03 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request body with empty old password, POST /api/v1/account/change-password returns 401.","259","When request body with empty old password, POST /api/v1/account/change-password returns 401","Unit Tests","Mon Nov 03 18:54:02 GMT 2025","passed","Mon Nov 03 18:54:02 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request body without old password, POST /api/v1/account/change-password returns 401.","200","When request body without old password, POST /api/v1/account/change-password returns 401","Unit Tests","Mon Nov 03 18:54:00 GMT 2025","failed","Mon Nov 03 18:54:01 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request body without email, POST /api/v1/auth/login returns 400.","211","When request body without email, POST /api/v1/auth/login returns 400","Unit Tests","Mon Nov 03 18:53:58 GMT 2025","failed","Mon Nov 03 18:53:58 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","83","When request with invalid access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Mon Nov 03 18:54:02 GMT 2025","passed","Mon Nov 03 18:54:02 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401.","1348","When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Mon Nov 03 18:53:55 GMT 2025","failed","Mon Nov 03 18:53:56 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request without body, POST /api/v1/auth/login returns 400.","206","When request without body, POST /api/v1/auth/login returns 400","Unit Tests","Mon Nov 03 18:53:59 GMT 2025","passed","Mon Nov 03 18:53:59 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request without access token header, POST /api/v1/account/change-password returns 401.","94","When request without access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Mon Nov 03 18:54:01 GMT 2025","failed","Mon Nov 03 18:54:01 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request is valid, POST /api/v1/auth/login returns 200 and valid response.","201","When request is valid, POST /api/v1/auth/login returns 200 and valid response","Unit Tests","Mon Nov 03 18:53:58 GMT 2025","passed","Mon Nov 03 18:53:58 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
