"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body with invalid email, /api/v1/account/recovery-password returns 401.","102","When request body with invalid email, /api/v1/account/recovery-password returns 401","Unit Tests","Thu Oct 23 01:05:30 GMT 2025","failed","Thu Oct 23 01:05:30 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","87","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 01:05:32 GMT 2025","passed","Thu Oct 23 01:05:32 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request without invalid access token header, /api/v1/account/me returns 401.","88","When request without invalid access token header, /api/v1/account/me returns 401","Unit Tests","Thu Oct 23 01:05:32 GMT 2025","passed","Thu Oct 23 01:05:32 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","229","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Thu Oct 23 01:05:27 GMT 2025","passed","Thu Oct 23 01:05:28 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request without access token header, /api/v1/auth/logout returns 401.","114","When request without access token header, /api/v1/auth/logout returns 401","Unit Tests","Thu Oct 23 01:05:27 GMT 2025","failed","Thu Oct 23 01:05:27 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request with invalid body, /api/v1/auth/login returns 400.","244","When request with invalid body, /api/v1/auth/login returns 400","Unit Tests","Thu Oct 23 01:05:28 GMT 2025","passed","Thu Oct 23 01:05:28 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request body with empty new password, /api/v1/account/change-password returns 401.","364","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Thu Oct 23 01:05:31 GMT 2025","failed","Thu Oct 23 01:05:31 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request with empty body, /api/v1/account/change-password returns 400.","211","When request with empty body, /api/v1/account/change-password returns 400","Unit Tests","Thu Oct 23 01:05:30 GMT 2025","failed","Thu Oct 23 01:05:31 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","163","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Thu Oct 23 01:05:25 GMT 2025","failed","Thu Oct 23 01:05:25 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request is valid, /api/v1/account/change-password returns 204 and valid response.","362","When request is valid, /api/v1/account/change-password returns 204 and valid response","Unit Tests","Thu Oct 23 01:05:31 GMT 2025","passed","Thu Oct 23 01:05:31 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordSuccess"
