"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","100","When request body with empty email, /api/v1/account/recovery-password returns 401","Unit Tests","Wed Oct 22 23:00:03 GMT 2025","failed","Wed Oct 22 23:00:03 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request is valid, /api/v1/auth/refresh returns 200.","1916","When request is valid, /api/v1/auth/refresh returns 200","Unit Tests","Wed Oct 22 22:59:58 GMT 2025","passed","Wed Oct 22 23:00:00 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request with invalid refresh token header, /api/v1/auth/refresh returns 401.","1128","When request with invalid refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 22 22:59:57 GMT 2025","failed","Wed Oct 22 22:59:58 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","151","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 22 22:59:58 GMT 2025","failed","Wed Oct 22 22:59:58 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request with empty body, /api/v1/auth/login returns 400.","223","When request with empty body, /api/v1/auth/login returns 400","Unit Tests","Wed Oct 22 23:00:03 GMT 2025","failed","Wed Oct 22 23:00:03 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request with invalid access token, /api/v1/auth/logout returns 401.","110","When request with invalid access token, /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 22 23:00:00 GMT 2025","passed","Wed Oct 22 23:00:01 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request without body, /api/v1/auth/refresh returns 400.","249","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Wed Oct 22 23:00:00 GMT 2025","passed","Wed Oct 22 23:00:00 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request is valid, /api/v1/account/me returns 200 and valid response.","220","When request is valid, /api/v1/account/me returns 200 and valid response","Unit Tests","Wed Oct 22 23:00:06 GMT 2025","passed","Wed Oct 22 23:00:06 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request body with empty new password, /api/v1/account/change-password returns 401.","369","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:00:04 GMT 2025","failed","Wed Oct 22 23:00:05 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request without invalid access token header, /api/v1/account/me returns 401.","89","When request without invalid access token header, /api/v1/account/me returns 401","Unit Tests","Wed Oct 22 23:00:06 GMT 2025","passed","Wed Oct 22 23:00:06 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
