"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without body, POST /api/v1/account/change-password returns 400.","199","When request without body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","passed","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request body with empty new password, POST /api/v1/account/change-password returns 422.","339","When request body with empty new password, POST /api/v1/account/change-password returns 422","Unit Tests","Wed Oct 29 04:51:41 GMT 2025","failed","Wed Oct 29 04:51:41 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request with empty body, POST /api/v1/auth/login returns 400.","196","When request with empty body, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 04:51:39 GMT 2025","broken","Wed Oct 29 04:51:39 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request with invalid access token, POST /api/v1/auth/logout returns 401.","94","When request with invalid access token, POST /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 29 04:51:37 GMT 2025","passed","Wed Oct 29 04:51:37 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request without body, POST /api/v1/auth/login returns 400.","200","When request without body, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 04:51:38 GMT 2025","passed","Wed Oct 29 04:51:39 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request body without email, POST /api/v1/auth/login returns 400.","234","When request body without email, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 04:51:38 GMT 2025","broken","Wed Oct 29 04:51:38 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request body with wrong password, POST /api/v1/auth/login returns 401.","269","When request body with wrong password, POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 04:51:39 GMT 2025","broken","Wed Oct 29 04:51:39 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request with invalid access token header, POST /api/v1/auth/login returns 401.","86","When request with invalid access token header , POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 04:51:39 GMT 2025","passed","Wed Oct 29 04:51:39 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request body with wrong email, POST /api/v1/auth/login returns 401.","264","When request body with wrong email, POST /api/v1/auth/login returns 401","Unit Tests","Wed Oct 29 04:51:39 GMT 2025","broken","Wed Oct 29 04:51:39 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request body without old password, POST /api/v1/account/change-password returns 401.","188","When request body without old password, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","broken","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request without access token header, GET /api/v1/account/me returns 401.","84","When request without access token header, GET /api/v1/account/me returns 401","Unit Tests","Wed Oct 29 04:51:42 GMT 2025","broken","Wed Oct 29 04:51:42 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request without body, POST /api/v1/auth/refresh returns 400.","212","When request without body, POST /api/v1/auth/refresh returns 400","Unit Tests","Wed Oct 29 04:51:37 GMT 2025","passed","Wed Oct 29 04:51:37 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request body with empty old password, POST /api/v1/account/change-password returns 401.","267","When request body with empty old password, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 04:51:41 GMT 2025","broken","Wed Oct 29 04:51:42 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request body without new password, POST /api/v1/account/change-password returns 400.","272","When request body without new password, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 04:51:42 GMT 2025","broken","Wed Oct 29 04:51:42 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request with empty body, POST /api/v1/account/change-password returns 400.","188","When request with empty body, POST /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","broken","Wed Oct 29 04:51:41 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request is valid, POST /api/v1/auth/logout returns 204.","215","When request is valid, POST /api/v1/auth/logout returns 204","Unit Tests","Wed Oct 29 04:51:37 GMT 2025","passed","Wed Oct 29 04:51:38 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutSuccess"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","102","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 29 04:51:35 GMT 2025","broken","Wed Oct 29 04:51:35 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request with empty body, POST /api/v1/account/recovery-password returns 400.","85","When request with empty body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","failed","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request is valid, POST /api/v1/account/recovery-password returns 204 and valid response.","89","When request is valid, POST /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","passed","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request without invalid access token header, GET /api/v1/account/me returns 401.","84","When request without invalid access token header, GET /api/v1/account/me returns 401","Unit Tests","Wed Oct 29 04:51:42 GMT 2025","passed","Wed Oct 29 04:51:42 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request body with empty email, POST /api/v1/account/recovery-password returns 422.","98","When request body with empty email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Wed Oct 29 04:51:39 GMT 2025","failed","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request body with invalid email, POST /api/v1/account/recovery-password returns 422.","87","When request body with invalid email, POST /api/v1/account/recovery-password returns 422","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","failed","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request with invalid body, POST /api/v1/auth/login returns 400.","229","When request with invalid body, POST /api/v1/auth/login returns 400","Unit Tests","Wed Oct 29 04:51:38 GMT 2025","passed","Wed Oct 29 04:51:38 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request without access token header, POST /api/v1/auth/logout returns 401.","96","When request without access token header, POST /api/v1/auth/logout returns 401","Unit Tests","Wed Oct 29 04:51:37 GMT 2025","failed","Wed Oct 29 04:51:37 GMT 2025","POST /api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request with invalid access token header, POST /api/v1/account/change-password returns 401.","83","When request with invalid access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 04:51:42 GMT 2025","passed","Wed Oct 29 04:51:42 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request without access token header, POST /api/v1/account/change-password returns 401.","86","When request without access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","broken","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request is valid, POST /api/v1/auth/refresh returns 200.","1618","When request is valid, POST /api/v1/auth/refresh returns 200","Unit Tests","Wed Oct 29 04:51:35 GMT 2025","passed","Wed Oct 29 04:51:37 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request without body, POST /api/v1/account/recovery-password returns 400.","89","When request without body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 29 04:51:40 GMT 2025","passed","Wed Oct 29 04:51:40 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request is valid, POST /api/v1/auth/login returns 200 and valid response.","201","When request is valid, POST /api/v1/auth/login returns 200 and valid response","Unit Tests","Wed Oct 29 04:51:38 GMT 2025","passed","Wed Oct 29 04:51:38 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request is valid, GET /api/v1/account/me returns 200 and valid response.","193","When request is valid, GET /api/v1/account/me returns 200 and valid response","Unit Tests","Wed Oct 29 04:51:42 GMT 2025","passed","Wed Oct 29 04:51:42 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","331","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","Unit Tests","Wed Oct 29 04:51:41 GMT 2025","passed","Wed Oct 29 04:51:41 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401.","1243","When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 29 04:51:34 GMT 2025","broken","Wed Oct 29 04:51:35 GMT 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
