"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without body, POST /api/v1/auth/login returns 400.","210","When request without body, POST /api/v1/auth/login returns 400","Unit Tests","Mon Nov 03 16:25:02 GMT 2025","passed","Mon Nov 03 16:25:02 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request without body, POST /api/v1/account/recovery-password returns 400.","113","When request without body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Mon Nov 03 16:25:03 GMT 2025","passed","Mon Nov 03 16:25:03 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request with invalid body, POST /api/v1/auth/login returns 400.","205","When request with invalid body, POST /api/v1/auth/login returns 400","Unit Tests","Mon Nov 03 16:25:02 GMT 2025","passed","Mon Nov 03 16:25:02 GMT 2025","POST /api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request is valid, GET /api/v1/account/me returns 200 and valid response.","193","When request is valid, GET /api/v1/account/me returns 200 and valid response","Unit Tests","Mon Nov 03 16:25:06 GMT 2025","passed","Mon Nov 03 16:25:06 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request without invalid access token header, GET /api/v1/account/me returns 401.","83","When request without invalid access token header, GET /api/v1/account/me returns 401","Unit Tests","Mon Nov 03 16:25:06 GMT 2025","passed","Mon Nov 03 16:25:06 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request with empty body, POST /api/v1/account/recovery-password returns 400.","87","When request with empty body, POST /api/v1/account/recovery-password returns 400","Unit Tests","Mon Nov 03 16:25:03 GMT 2025","failed","Mon Nov 03 16:25:03 GMT 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request body without old password, POST /api/v1/account/change-password returns 401.","206","When request body without old password, POST /api/v1/account/change-password returns 401","Unit Tests","Mon Nov 03 16:25:04 GMT 2025","failed","Mon Nov 03 16:25:04 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request without access token header, GET /api/v1/account/me returns 401.","89","When request without access token header, GET /api/v1/account/me returns 401","Unit Tests","Mon Nov 03 16:25:06 GMT 2025","failed","Mon Nov 03 16:25:06 GMT 2025","GET /api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request without access token header, POST /api/v1/account/change-password returns 401.","93","When request without access token header, POST /api/v1/account/change-password returns 401","Unit Tests","Mon Nov 03 16:25:04 GMT 2025","failed","Mon Nov 03 16:25:04 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","334","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","Unit Tests","Mon Nov 03 16:25:05 GMT 2025","passed","Mon Nov 03 16:25:05 GMT 2025","POST /api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
