"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with invalid body, /api/v1/auth/login returns 400.","227","When request with invalid body, /api/v1/auth/login returns 400","Unit Tests","Mon Oct 27 02:50:38 GMT 2025","passed","Mon Oct 27 02:50:38 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidBody"
"When request body with empty new password, /api/v1/account/change-password returns 401.","360","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 02:50:41 GMT 2025","failed","Mon Oct 27 02:50:41 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request with invalid access token, /api/v1/auth/logout returns 401.","112","When request with invalid access token, /api/v1/auth/logout returns 401","Unit Tests","Mon Oct 27 02:50:37 GMT 2025","passed","Mon Oct 27 02:50:37 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithInvalidToken"
"When request without body, /api/v1/account/change-password returns 400.","202","When request without body, /api/v1/account/change-password returns 400","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","passed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request without body, /api/v1/auth/refresh returns 400.","250","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Mon Oct 27 02:50:37 GMT 2025","passed","Mon Oct 27 02:50:37 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request body with wrong password, /api/v1/auth/login returns 401.","320","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Mon Oct 27 02:50:39 GMT 2025","passed","Mon Oct 27 02:50:39 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request without access token header, /api/v1/account/change-password returns 401.","90","When request without access token header, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","failed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request with empty body, /api/v1/account/recovery-password returns 400.","88","When request with empty body, /api/v1/account/recovery-password returns 400","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","failed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request body with empty old password, /api/v1/account/change-password returns 401.","276","When request body with empty old password, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 02:50:41 GMT 2025","passed","Mon Oct 27 02:50:42 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","223","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Mon Oct 27 02:50:37 GMT 2025","passed","Mon Oct 27 02:50:38 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request body with empty email, /api/v1/account/recovery-password returns 401.","91","When request body with empty email, /api/v1/account/recovery-password returns 401","Unit Tests","Mon Oct 27 02:50:39 GMT 2025","failed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request body without old password, /api/v1/account/change-password returns 401.","197","When request body without old password, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","failed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
"When request body without email, /api/v1/auth/login returns 400.","221","When request body without email, /api/v1/auth/login returns 400","Unit Tests","Mon Oct 27 02:50:38 GMT 2025","failed","Mon Oct 27 02:50:38 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request body with invalid email, /api/v1/account/recovery-password returns 401.","88","When request body with invalid email, /api/v1/account/recovery-password returns 401","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","failed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request without access token header, /api/v1/account/me returns 401.","90","When request without access token header, /api/v1/account/me returns 401","Unit Tests","Mon Oct 27 02:50:42 GMT 2025","failed","Mon Oct 27 02:50:42 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request is valid, /api/v1/account/change-password returns 204 and valid response.","350","When request is valid, /api/v1/account/change-password returns 204 and valid response","Unit Tests","Mon Oct 27 02:50:41 GMT 2025","passed","Mon Oct 27 02:50:41 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request with empty body, /api/v1/account/change-password returns 400.","204","When request with empty body, /api/v1/account/change-password returns 400","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","failed","Mon Oct 27 02:50:41 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","91","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","passed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request body with wrong email, /api/v1/auth/login returns 401.","360","When request body with wrong email, /api/v1/auth/login returns 401","Unit Tests","Mon Oct 27 02:50:38 GMT 2025","passed","Mon Oct 27 02:50:39 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request without access token header, /api/v1/auth/logout returns 401.","110","When request without access token header, /api/v1/auth/logout returns 401","Unit Tests","Mon Oct 27 02:50:37 GMT 2025","failed","Mon Oct 27 02:50:37 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request with invalid access token header, /api/v1/auth/login returns 401.","115","When request with invalid access token header , /api/v1/auth/login returns 401","Unit Tests","Mon Oct 27 02:50:39 GMT 2025","passed","Mon Oct 27 02:50:39 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request with invalid refresh token header, /api/v1/auth/refresh returns 401.","1488","When request with invalid refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Mon Oct 27 02:50:33 GMT 2025","failed","Mon Oct 27 02:50:35 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request without invalid access token header, /api/v1/account/me returns 401.","88","When request without invalid access token header, /api/v1/account/me returns 401","Unit Tests","Mon Oct 27 02:50:42 GMT 2025","passed","Mon Oct 27 02:50:42 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithInvalidToken"
"When request without body, /api/v1/auth/login returns 400.","222","When request without body, /api/v1/auth/login returns 400","Unit Tests","Mon Oct 27 02:50:38 GMT 2025","passed","Mon Oct 27 02:50:38 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request is valid, /api/v1/auth/logout returns 204.","219","When request is valid, /api/v1/auth/logout returns 204","Unit Tests","Mon Oct 27 02:50:37 GMT 2025","passed","Mon Oct 27 02:50:37 GMT 2025","/api/v1/auth/logout","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutSuccess"
"When request with empty body, /api/v1/auth/login returns 400.","234","When request with empty body, /api/v1/auth/login returns 400","Unit Tests","Mon Oct 27 02:50:39 GMT 2025","failed","Mon Oct 27 02:50:39 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request is valid, /api/v1/auth/refresh returns 200.","1707","When request is valid, /api/v1/auth/refresh returns 200","Unit Tests","Mon Oct 27 02:50:35 GMT 2025","passed","Mon Oct 27 02:50:37 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request with empty refresh token header, /api/v1/auth/refresh returns 401.","122","When request with empty refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Mon Oct 27 02:50:35 GMT 2025","failed","Mon Oct 27 02:50:35 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request with invalid access token header, /api/v1/account/change-password returns 401.","82","When request with invalid access token header, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 02:50:42 GMT 2025","passed","Mon Oct 27 02:50:42 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithInvalidToken"
"When request is valid, /api/v1/account/me returns 200 and valid response.","205","When request is valid, /api/v1/account/me returns 200 and valid response","Unit Tests","Mon Oct 27 02:50:42 GMT 2025","passed","Mon Oct 27 02:50:42 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request without body, /api/v1/account/recovery-password returns 400.","99","When request without body, /api/v1/account/recovery-password returns 400","Unit Tests","Mon Oct 27 02:50:40 GMT 2025","passed","Mon Oct 27 02:50:40 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request body without new password, /api/v1/account/change-password returns 401.","204","When request body without new password, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 02:50:42 GMT 2025","passed","Mon Oct 27 02:50:42 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
