"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request without access token header, /api/v1/account/me returns 401.","96","When request without access token header, /api/v1/account/me returns 401","Unit Tests","Wed Oct 22 23:12:13 GMT 2025","failed","Wed Oct 22 23:12:14 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request body with wrong password, /api/v1/auth/login returns 401.","323","When request body with wrong password, /api/v1/auth/login returns 401","Unit Tests","Wed Oct 22 23:12:10 GMT 2025","passed","Wed Oct 22 23:12:10 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request without body, /api/v1/auth/refresh returns 400.","262","When request without body, /api/v1/auth/refresh returns 400","Unit Tests","Wed Oct 22 23:12:08 GMT 2025","passed","Wed Oct 22 23:12:08 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request without body, /api/v1/account/change-password returns 400.","231","When request without body, /api/v1/account/change-password returns 400","Unit Tests","Wed Oct 22 23:12:11 GMT 2025","passed","Wed Oct 22 23:12:11 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request without access token header, /api/v1/account/change-password returns 401.","103","When request without access token header, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:12:12 GMT 2025","failed","Wed Oct 22 23:12:12 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request is valid, /api/v1/auth/login returns 200 and valid response.","229","When request is valid, /api/v1/auth/login returns 200 and valid response","Unit Tests","Wed Oct 22 23:12:09 GMT 2025","passed","Wed Oct 22 23:12:09 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request with invalid access token header, /api/v1/auth/login returns 401.","97","When request with invalid access token header , /api/v1/auth/login returns 401","Unit Tests","Wed Oct 22 23:12:10 GMT 2025","passed","Wed Oct 22 23:12:10 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request with empty body, /api/v1/auth/login returns 400.","231","When request with empty body, /api/v1/auth/login returns 400","Unit Tests","Wed Oct 22 23:12:10 GMT 2025","failed","Wed Oct 22 23:12:11 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","176","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Wed Oct 22 23:12:11 GMT 2025","passed","Wed Oct 22 23:12:11 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request body without new password, /api/v1/account/change-password returns 401.","223","When request body without new password, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:12:13 GMT 2025","passed","Wed Oct 22 23:12:13 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request body with empty new password, /api/v1/account/change-password returns 401.","367","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Wed Oct 22 23:12:12 GMT 2025","failed","Wed Oct 22 23:12:12 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request with invalid refresh token header, /api/v1/auth/refresh returns 401.","1091","When request with invalid refresh token header, /api/v1/auth/refresh returns 401","Unit Tests","Wed Oct 22 23:12:04 GMT 2025","failed","Wed Oct 22 23:12:05 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request without body, /api/v1/account/recovery-password returns 400.","101","When request without body, /api/v1/account/recovery-password returns 400","Unit Tests","Wed Oct 22 23:12:11 GMT 2025","passed","Wed Oct 22 23:12:11 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
