"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request body with empty new password, /api/v1/account/change-password returns 401.","375","When request body with empty new password, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 17:53:04 GMT 2025","failed","Mon Oct 27 17:53:04 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyNewPassword"
"When request without body, /api/v1/auth/login returns 400.","222","When request without body, /api/v1/auth/login returns 400","Unit Tests","Mon Oct 27 17:53:01 GMT 2025","passed","Mon Oct 27 17:53:02 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutBody"
"When request is valid, /api/v1/account/change-password returns 204 and valid response.","341","When request is valid, /api/v1/account/change-password returns 204 and valid response","Unit Tests","Mon Oct 27 17:53:04 GMT 2025","passed","Mon Oct 27 17:53:04 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request is valid, /api/v1/auth/refresh returns 200.","1922","When request is valid, /api/v1/auth/refresh returns 200","Unit Tests","Mon Oct 27 17:52:58 GMT 2025","passed","Mon Oct 27 17:53:00 GMT 2025","/api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request without access token header, /api/v1/account/me returns 401.","91","When request without access token header, /api/v1/account/me returns 401","Unit Tests","Mon Oct 27 17:53:05 GMT 2025","failed","Mon Oct 27 17:53:05 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request body without new password, /api/v1/account/change-password returns 401.","194","When request body without new password, /api/v1/account/change-password returns 401","Unit Tests","Mon Oct 27 17:53:05 GMT 2025","passed","Mon Oct 27 17:53:05 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request is valid, /api/v1/account/me returns 200 and valid response.","199","When request is valid, /api/v1/account/me returns 200 and valid response","Unit Tests","Mon Oct 27 17:53:05 GMT 2025","passed","Mon Oct 27 17:53:05 GMT 2025","/api/v1/account/me","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request with empty body, /api/v1/account/change-password returns 400.","210","When request with empty body, /api/v1/account/change-password returns 400","Unit Tests","Mon Oct 27 17:53:04 GMT 2025","failed","Mon Oct 27 17:53:04 GMT 2025","/api/v1/account/change-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request body with wrong email, /api/v1/auth/login returns 401.","296","When request body with wrong email, /api/v1/auth/login returns 401","Unit Tests","Mon Oct 27 17:53:02 GMT 2025","passed","Mon Oct 27 17:53:02 GMT 2025","/api/v1/auth/login","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request is valid, /api/v1/account/recovery-password returns 204 and valid response.","88","When request is valid, /api/v1/account/recovery-password returns 204 and valid response","Unit Tests","Mon Oct 27 17:53:03 GMT 2025","passed","Mon Oct 27 17:53:03 GMT 2025","/api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
