"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401.","167","When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401 [2] user_creator_role=STUDENT","Controller tests","Sun Nov 23 22:37:56 UTC 2025","failed","Sun Nov 23 22:37:56 UTC 2025","PUT /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$AddRoleTests","AddRoleWithNotAllowedRole"
"When request body without required field, PUT /api/v1/users/{id} returns 400.","232","When request body without required field, PUT /api/v1/users/{id} returns 400 [3] request_field=middle_name","Controller tests","Sun Nov 23 22:38:02 UTC 2025","failed","Sun Nov 23 22:38:02 UTC 2025","PUT /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UpdateUserTests","UpdateUserWithoutRequestField"
"When request with room id url parameter for not existing room, PUT /api/v1/rooms/{id} returns 404.","174","When request with room id url parameter for not existing room, PUT /api/v1/rooms/{id} returns 404","Controller tests","Sun Nov 23 22:37:33 UTC 2025","passed","Sun Nov 23 22:37:34 UTC 2025","PUT /api/v1/rooms/{id}","Room API Controller Tests","education.kub.backend.ce.domain.room.controller.RoomControllerTests$RoomsTests$RoomTests$UpdateRoomTests","UpdateRoomWithNonExistedRoom"
"When request body with invalid email, POST /api/v1/account/recovery-password returns 422.","78","When request body with invalid email, POST /api/v1/account/recovery-password returns 422","Controller tests","Sun Nov 23 22:37:47 UTC 2025","failed","Sun Nov 23 22:37:47 UTC 2025","POST /api/v1/account/recovery-password","Account API Controller Tests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithInvalidEmail"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","95","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","Controller tests","Sun Nov 23 22:37:45 UTC 2025","failed","Sun Nov 23 22:37:45 UTC 2025","POST /api/v1/auth/refresh","Auth API Controller Tests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","RefreshWithEmptyRefreshToken"
"When request without body, PUT /api/v1/users/{id} returns 400.","161","When request without body, PUT /api/v1/users/{id} returns 400","Controller tests","Sun Nov 23 22:38:01 UTC 2025","failed","Sun Nov 23 22:38:01 UTC 2025","PUT /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UpdateUserTests","UpdateUserWithEmptyRequest"
"When request body with empty field, POST /api/v1/rooms returns 422.","167","When request body with empty field, POST /api/v1/rooms returns 422 [1] request_field=location","Controller tests","Sun Nov 23 22:37:40 UTC 2025","failed","Sun Nov 23 22:37:40 UTC 2025","POST /api/v1/rooms","Room API Controller Tests","education.kub.backend.ce.domain.room.controller.RoomControllerTests$RoomsTests$CreateRoomTests","CreateRoomWithEmptyRequestField"
"When request without access token header, GET /api/v1/rooms/{id} returns 401.","77","When request without access token header, GET /api/v1/rooms/{id} returns 401","Controller tests","Sun Nov 23 22:37:38 UTC 2025","failed","Sun Nov 23 22:37:38 UTC 2025","GET /api/v1/rooms/{id}","Room API Controller Tests","education.kub.backend.ce.domain.room.controller.RoomControllerTests$RoomsTests$RoomTests$GetRoomTests","GetRoomWithoutToken"
"When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401.","166","When valid request with missing roles, PUT /api/v1/users/{id}/roles/{role-id} returns 401 [1] user_creator_role=USER","Controller tests","Sun Nov 23 22:37:55 UTC 2025","failed","Sun Nov 23 22:37:56 UTC 2025","PUT /api/v1/users/{id}/roles/{role-id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UserRoleTests$AddRoleTests","AddRoleWithNotAllowedRole"
"When request body with not lowercase email field, PUT /api/v1/users/{id} returns 422.","230","When request body with not lowercase email field, PUT /api/v1/users/{id} returns 422","Controller tests","Sun Nov 23 22:38:01 UTC 2025","failed","Sun Nov 23 22:38:01 UTC 2025","PUT /api/v1/users/{id}","User API Controller Tests","education.kub.backend.ce.domain.user.controller.UserControllerTests$UsersTests$UserTests$UpdateUserTests","CreateUserWithNonLowerCaseEmailField"
