"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"When request with empty body, POST /api/v1/account/recovery-password returns 400.","2","When request with empty body, POST /api/v1/account/recovery-password returns 400","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyBody"
"When request without access token header, POST /api/v1/account/change-password returns 401.","3","When request without access token header, POST /api/v1/account/change-password returns 401","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutToken"
"When request body with empty email, POST /api/v1/account/recovery-password returns 422.","2","When request body with empty email, POST /api/v1/account/recovery-password returns 422","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithEmptyEmail"
"When request is valid, POST /api/v1/account/change-password returns 204 and valid response.","2","When request is valid, POST /api/v1/account/change-password returns 204 and valid response","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordSuccess"
"When request body without new password, POST /api/v1/account/change-password returns 400.","1","When request body without new password, POST /api/v1/account/change-password returns 400","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutNewPassword"
"When request with empty body, POST /api/v1/auth/login returns 400.","2","When request with empty body, POST /api/v1/auth/login returns 400","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithEmptyBody"
"When request body with wrong password, POST /api/v1/auth/login returns 401.","3","When request body with wrong password, POST /api/v1/auth/login returns 401","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongPassword"
"When request is valid, POST /api/v1/auth/login returns 200 and valid response.","5","When request is valid, POST /api/v1/auth/login returns 200 and valid response","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginSuccess"
"When request without body, POST /api/v1/account/recovery-password returns 400.","4","When request without body, POST /api/v1/account/recovery-password returns 400","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordWithoutBody"
"When request without access token header, GET /api/v1/account/me returns 401.","2","When request without access token header, GET /api/v1/account/me returns 401","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.AccountMeTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoWithoutToken"
"When request without body, POST /api/v1/account/change-password returns 400.","2","When request without body, POST /api/v1/account/change-password returns 400","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutBody"
"When request is valid, POST /api/v1/auth/refresh returns 200.","4","When request is valid, POST /api/v1/auth/refresh returns 200","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.RefreshTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshSuccess"
"When request is valid, POST /api/v1/account/recovery-password returns 204 and valid response.","4","When request is valid, POST /api/v1/account/recovery-password returns 204 and valid response","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.PasswordRecoveryTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$PasswordRecoveryTests","RecoverPasswordSuccess"
"When request with invalid access token header, POST /api/v1/auth/login returns 401.","1","When request with invalid access token header , POST /api/v1/auth/login returns 401","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithInvalidToken"
"When request body without email, POST /api/v1/auth/login returns 400.","2","When request body without email, POST /api/v1/auth/login returns 400","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithoutEmail"
"When request with empty body, POST /api/v1/account/change-password returns 400.","2","When request with empty body, POST /api/v1/account/change-password returns 400","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyBody"
"When request with empty refresh token header, POST /api/v1/auth/refresh returns 401.","4","When request with empty refresh token header, POST /api/v1/auth/refresh returns 401","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.RefreshTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithEmptyRefreshToken"
"When request without access token header, POST /api/v1/auth/logout returns 401.","4","When request without access token header, POST /api/v1/auth/logout returns 401","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LogoutTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LogoutTests","TestLogoutWithoutBearerToken"
"When request body with empty old password, POST /api/v1/account/change-password returns 401.","2","When request body with empty old password, POST /api/v1/account/change-password returns 401","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithEmptyOldPassword"
"When request without body, POST /api/v1/auth/refresh returns 400.","3","When request without body, POST /api/v1/auth/refresh returns 400","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.RefreshTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithoutBody"
"When request is valid, GET /api/v1/account/me returns 200 and valid response.","1","When request is valid, GET /api/v1/account/me returns 200 and valid response","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.AccountMeTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$AccountMeTests","GetUserAccountInfoSuccess"
"When request body with wrong email, POST /api/v1/auth/login returns 401.","2","When request body with wrong email, POST /api/v1/auth/login returns 401","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.LoginTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$LoginTests","TestLoginWithWrongEmail"
"When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401.","22","When request with invalid refresh token header, POST /api/v1/auth/refresh returns 401","","Wed Oct 29 01:18:47 GMT 2025","broken","Wed Oct 29 01:18:47 GMT 2025","","education.kub.backend.ce.domain.auth.controller.AuthControllerTests.RefreshTests","education.kub.backend.ce.domain.auth.controller.AuthControllerTests$RefreshTests","TestRefreshWithInvalidRefreshToken"
"When request body without old password, POST /api/v1/account/change-password returns 401.","1","When request body without old password, POST /api/v1/account/change-password returns 401","","Wed Oct 29 01:18:48 GMT 2025","broken","Wed Oct 29 01:18:48 GMT 2025","","education.kub.backend.ce.domain.user.controller.AccountControllerTests.ChangePasswordTests","education.kub.backend.ce.domain.user.controller.AccountControllerTests$ChangePasswordTests","ChangePasswordWithoutOldPassword"
